"device_ID","session_start_timeStamp","focal_start_timeStamp","scan_timeStamp","scanVars","Cloud Cover","Rain"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:17:49","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:18:19","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:18:19","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:18:49","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:18:49","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:19:19","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:19:19","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:19:49","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:19:49","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:20:19","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:20:19","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:26:26","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:26:26","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:26:56","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:26:56","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:27:26","Cloud Cover",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:27:26","Precipitation",,
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:29:26","Cloud Cover",,
